"term","definition","FNA_ID"
"needle","A relatively stiff, compressed-acerose leaf; in Pinophyta.","0b9a2187-17e3-48d3-a8f1-afd7cc6a326e"
"needle-shaped","Rounded in cross-section and very slenderly elongate, broadest near the middle, and gradually attenuate to an acute apex and a slightly blunter base.","9890d025-37f2-43ad-b9c6-8104c158a97e"
"neotenous","Retaining at maturity attributes that are usually restricted to the juvenile stage.","b0807ff7-7bea-4b71-b5df-da903a049634"
"nerve","A strand belonging to any except the ultimate (least in diameter) order of vasculature in a leaf or other foliaceous structure.  See also lateral vein, primary vein, secondary vein, tertiary vein, veinlet.","68570d4e-1ba0-4dbb-8837-49ea28b17999"
"net-like","Interconnecting more or less regularly.","692ba3f1-35f7-47cc-bd6a-e85eca7a67cb"
"netted","Interconnecting more or less regularly.","b7747673-2f54-4e78-8ea5-827feb55f087"
"netted","Having a pattern of interconnected fine lines of contrasting hue and/or intensity.","fccefe3f-8664-4fd6-a828-807750a658f4"
"netted","Having prominulous, more or less regularly interconnected lines.","5ecfa606-c1a2-4d31-8d69-b4dd22d52389"
"neuter","Lacking both stamens and pistils.","90eab595-b3c1-4365-a183-de0c9ed03d0c"
"night-blooming","Opening during the nighttime.","54f8bd9b-9dab-4a95-8d3e-d0432775b755"
"nine_","Indicating presence of or constitution by nine entities of the type denoted by the term's stem; as in nine-carpelled, nine-loculed, nine-tepaled.","86633ce6-d827-4593-8080-84938b460f36"
"nocturnal","Opening during the nighttime.","080385a8-05dd-4383-a2e0-cbf5666ec534"
"nodal","Upon or associated with the nodes.","b2c522cf-c552-4e1d-bb2d-ddd0772fc8cb"
"nodal","Upon or associated with the nodes.","dea99484-01c2-4cee-bd30-e3a001d0cf1a"
"nodding","Having the stalk proximally erect and distally recurved, the main body thus oriented outward to downward.  See also hanging (pendent, pendulous).","23ae14a6-c3af-4f8a-b82a-4f1b270e0c77"
"node","One of the evident sectors of a stem that occur sequentially along its length and from which leaves (megaphylls) and lateral branches arise exogenously.  The anatomy of nodes differs from, but is not abruptly distinct longitudinally from, that of the intervening sectors (internodes), with which it is smoothly confluent and from which is distinguished by the lateral transit and egress of vascular traces interconnecting the stem and the leaves and branches that it bears.","0464578f-f6c5-4093-911a-c6784dafa420"
"nodiform","Approximately globose, the surface convoluted or not, like a knob or knot; usually applied only to structures or components that are relatively small.","07fce17a-c8d6-4004-9315-84aff3b5507c"
"nodose","Having nodiform (gongylodate, gongyloid, knob-shaped, knot-shaped) protrusions.  See also nodulose.","e312078a-a29b-4dfa-b8f6-5e2b69baf26d"
"nodule","A small nodiform (gongylodate, gongyloid, knob-shaped, knot-shaped) segment or protrusion; esp. in roots of Fabaceae (Leguminosae) and harboring nitrogen-fixing bacteria.","b62e2f23-dffc-474a-a7bd-f919ea99b51c"
"nodulose","Diminutively nodose; esp. roots of Fabaceae (Leguminosae), the nodules harboring nitrogen-fixing bacteria.","df20c79c-6775-4d9f-9905-8c81383f4e7a"
"non-porous","Lacking vessels, the tracheary elements limited to tracheids and, sometimes, fiber-tracheids.","19001d39-c317-498e-9e33-2f0fc539f62a"
"non-septate","Lacking transverse inter- or intracellular septa or partitions.","433b03c2-52dc-48c2-ae57-421401e8423b"
"non-stomate-bearing","Lacking stomates in the epidermis.","c12e8844-6879-4dcb-9c19-11b77e5361ff"
"notch","A relatively small, acute sinus at the distal end of a laminar structure.","780b5694-42ea-4fbe-bf71-268e020604a5"
"notched","Having a relatively small, acute, distal sinus.","2c1c7655-9c7f-440b-b8e0-634488803a20"
"notorhizal","Adaxially contiguous and reflexed parallel to the hypocotyl and radicle, the abaxial surface of one lying against them.","5bfa31a4-9b1f-4ad9-a733-4767f6c41c87"
"nucellus","The distinct, genetically diploid tissue layer immediately surrounding the embryo sac of an ovule; often considered equivalent to a megasporangium wall.","f915e383-e861-4dae-9cea-8e926e1fc64b"
"nucelli","The distinct, genetically diploid tissue layer immediately surrounding the embryo sac of an ovule; often considered equivalent to a megasporangium wall.","6ba590f7-80b0-4cf1-a378-a8e1286b7d18"
"nut","Relatively large, indehiscent, one-loculed, one-seeded and with a thick, hard, sometimes osseous pericarp; derived from a single, simple or compound ovary.  See also acorn (glans).","134f4334-92d1-4d0b-b334-59b911bb09b5"
"nutant","Having the stalk proximally erect and distally recurved, the main body thus oriented outward to downward.  See also pendent (hanging, pendulous).","f7218d7c-eea2-4a18-a379-861cbb7cd681"
"nutlet","A small, relatively hard-coated mericarp; esp. in Lamiaceae (Labiatae), Verbenaceae.","dbfe371e-f400-4cb5-bbc0-b457ab1e10a1"
"nutrition","Mode of acquiring nutrients.","b254775a-66a5-45a8-87f4-04e1cae4e94b"
"obcompressed","Flattened adaxially and abaxially, parallel to the longitudinal axis, as though pressed or squeezed from the upper and lower surfaces, the external surface otherwise basically convex.  Used alone, this term usually implies a strong degree of flattening; otherwise, it is often used in combination with some other term that describes the overall shape exclusive of ('before') flattening, e.g., obcompressed-lanceoloid.  See also compressed (complanate), depressed.","33539423-aa92-455f-aa8a-22b34caf1b84"
"obconic","Transversely round, essentially triangular in median longitudinal section, and broadest distally; inversely conic(al) (cone-shaped).","b262b687-1c4a-45fb-83f7-a366c186c90f"
"obconical","Transversely round, essentially triangular in median longitudinal section, and broadest distally; inversely conic(al) (cone-shaped).","6f63cd7b-d958-4b76-bc68-fba918ebb4f3"
"obcordate","Inversely cordate (heart-shaped).","963f6b0a-95c6-4432-994d-170998fa77c7"
"obcordiform","Inversely cordiform (heart-shaped).","5669740a-20e9-460e-9936-9189ffd956ea"
"obdeltate","Approximately equilaterally triangular, broadest distally, and regularly attenuate to an angular base; inversely deltate; equilaterally cuneate.","24d98c89-fed2-4e82-bdd3-cde80f75a024"
"obdeltoid","Three-angled (trigonous, triquetrous), broadest distally, and regularly attenuate to an angular base; inversely deltoid.","940e2bbf-6a60-4fe5-a6cb-609d38feb847"
"obdiplostemonous","Having the stamens dicyclic, the proximal whorl with members directly above the petals, the distal whorl with members directly above the sepals.  See also diplostemonous.","7fb11d06-83f6-4c12-a5dd-3f3121dbf15e"
"oblanceolate","Inversely lanceolate (lancehead-shaped).","d83167dc-eec3-4d70-a9ac-a071312e2791"
"oblanceoloid","Inversely lanceoloid (lancehead-shaped, lanciform).","dcaf570c-dc14-48c8-bfb8-5c22f4d6d6db"
"oblanciform","Inversely lanciform (lancehead-shaped, lanceoloid).","850416f1-c9e5-4729-a4d4-195b922fc05d"
"oblate","Symmetrically elongate and broader than long perpendicular to the developmental or polar axis.","755778e5-dd26-4c20-8ca6-82d8e37c90e9"
"oblate","Symmetrically elongate and broader than long perpendicular to the developmental or polar axis.","c32e1fc6-8e80-4cdc-afb4-909623750982"
"oblique","Asymmetric about its longitudinal axis.","2b56403c-4be2-4f1a-bd34-a2757f0226cc"
"oblique","Asymmetric about its longitudinal axis.","38049366-026d-40d0-98b7-82aee86a8b23"
"oblique","Lying in a plane not coincident with the one defined by its longitudinal axis and that of the bearing structure.","21a9c943-643d-4375-b83d-348f19727488"
"oblong","Compressed-elliptic, the sides approximately parallel from near one end to near the other.  See also elliptic(al) (oval).","24973e5c-a863-4404-ac86-d7360caea7f9"
"oblong","Compressed-ellipsoid, the sides approximately parallel from near one end to near the other.  See also ellipsoid(al).","b161ce3f-3c1f-4ef5-98dc-74d2da6878f9"
"obovate","Inversely ovate (egg-shaped).","fa88b2e9-9742-4000-b514-27db49298b8a"
"obovoid","Inversely ovoid (egg-shaped).","c53f897d-0ab3-4ad2-97c8-4bd9f6a74598"
"obscure","Hardly evident.","1971033f-ba88-4adc-a3d9-e245456c3a22"
"obsolete","Not developing fully and not functional compared with corresponding structures in other taxa.","9276c2cb-9358-4f57-8046-85974d92dac8"
"obterete","Inversely terete.","6c8e9052-b704-4f59-89f7-efb8f26f715f"
"obtriangular","Attenuate with the sides more or less straight and intersecting at an acute angle.","6be2b1be-e3a8-4534-8fb8-65f05e794e66"
"obtriangular","Inversely triangular; like the outline of the broad lateral face of a wedge, broadest at the apex.  See also obdeltate.","de15f574-d147-4f11-8fdf-ba8518279105"
"obtrullate","Inversely trullate (trowel-shaped, trulliform).","07f68760-b533-47ae-994b-e9f01125c1ce"
"obtrulliform","Inversely trulliform (trowel-shaped, trullate).","ed2eddfc-e36b-49ae-b167-2f452039e26f"
"obtrulloid","Inversely trulloid.","e6126508-8da0-40ca-9c0c-d5531d9479b6"
"obturbinate","Inversely turbinate (top-shaped).  See also pyriform (pear-shaped).","aa37f6fe-1b78-4ab3-bb7f-b093461d88b1"
"obtuse","Bluntly angular; having an angular tip whose generalized sides intersect at an angle of 90¡ or more.","a0e2a732-01ad-44e9-be3c-53c3eb5d7add"
"obtuse","Bluntly angular; having an angular proximal portion whose generalized sides intersect at an angle of 90¡ or more.","8a67dbbb-47f5-4a01-b381-2d6e569dcb4d"
"obvolute","Having each cotyledon folded inward longitudinally, the two facing one another with their edges overlapping alternately (each enveloping one side or the other).","e2d4d08a-1354-4ee1-bac9-797f1df3a3fb"
"obvolute","Conduplicate with the lateral edges of each leaf alternately overlapping those of the oppositely oriented, distally next adjacent one.","8de68108-d9ff-426f-85ef-38e0b644b32a"
"ocellate","Having a more or less circular area that differes in hue and/or intensity from the remainder of the structure; esp. a corolla with such an area at its center.","990f97d8-127c-48e2-93cd-59549904101d"
"ochrea","See ocrea.","1b344a64-e7bc-400a-a886-00ab8e75c367"
"ocrea","A tubular sheath that encircles a stem at a node, subtending a petiole; thought to have arisen evolutionarily by lateral fusion of two stipules; in Polygonaceae.","6241a425-a109-4171-a931-f695b0465210"
"ocreae","A tubular sheath that encircles a stem at a node, subtending a petiole; thought to have arisen evolutionarily by lateral fusion of two stipules; in Polygonaceae.","c3b5e615-e9ef-4e31-bd8f-9705b121202f"
"ochrea","A tubular sheath that encircles a stem at a node, subtending a petiole; thought to have arisen evolutionarily by lateral fusion of two stipules; in Polygonaceae.","60c126f5-52fd-40e5-8ccd-86bd14602e41"
"octa_","Indicating presence of or constitution by eight entities of the type denoted by the term's stem; as in  octandrous, octocarpellate, octolocular.","863f64b3-2f3c-455f-a6fa-dd4d026de6f0"
"odd-pinnate","Compound with each order pinnate and comprising an uneven number of members, one of them terminal.","f36ce832-0b67-4fa5-81f8-171663792bea"
"odor","Olfactory stimulation.","fde85993-5770-4184-b05a-64ea90d66c8c"
"odorless","Lacking a distinct odor.","54f67028-3865-4749-9a8b-4010dcb5ce39"
"oil-secreting","Producing and exuding an oily substance, often aromatic; when oil-secreting glands are indicated in the nominative, often they are called simply oil glands.","bc741ff2-2f9d-44e9-8be2-4813c44138c4"
"oily","Of a grease- or oil-like film.","01835b36-906b-4dde-94d8-9c33be95aed1"
"oily","Liquid or deformably solid, cohesive, and slippery to the touch.","90dcf12d-bd37-47c6-87a6-658f375719f5"
"oleaginous","Of a grease- or oil-like film.","b6ae993a-9ce5-41b2-9372-fc95f89480ae"
"oleaginous","Liquid or deformably solid, cohesive, and slippery to the touch.","058e81d8-1d1d-4b37-a6f9-5a798691a7f3"
"oligo_","Indicating presence of or constitution by a relatively small number of entities of the type denoted by the term's stem; as in  oligandrous, oligocellular, oligofloral, oligospermous.  See also multi... (many-..., pluri..., poly...).","51edd993-9fa6-4abb-b3a5-f08dcc33e6eb"
